,num,product_page,product_description
2212,2212,https://ap0cene.com/collections/caramela/products/glaze-white,"
“GLAZE”- This set features a striking chartreuse green encapsulated in an opulent white glaze. Shape: SquareLength: MediumFit: Curve FitIncludes: 20 nails, cuticle stick, nail file and buffer, nail glue, nail tabs (sticky tabs), and alcohol prep pads (2).Reusable | Gel Press-On NailsHand-Painted in Canada.
This item is handmade and certain sizes are made-to-order, expect additional processing time.Color: Chartreuse Material: soft-gel, salon-quality gel products
How to Apply our Nails:1.) Cleanse nails with a prep pad and gently file the surface of your natural nails to create a rough texture for the glue to adhere to. Trim nails if necessary!2.) Apply a drop of glue to the bottom of the CARAMELA nail and a drop of glue to your natural nail. 3.) Appropriately position the CARAMELA nail to your natural nail and apply at a downward 45° angle to avoid air bubbles. Press down firmly for at least 15 seconds then pinch the sides to make sure the glue is evenly cured. Our nails can be easily shortened with a nail file or nail clipper!
Dispatch Time:  3-4 days. 
Size: Length is Long. Set includes wide range of nail sizes to fit everyone! 
Care Instructions: When not in use, keep nails on the nail card provided and store in a cool dry place. 
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @carameladotca

"
2216,2216,https://ap0cene.com/collections/caramela/products/chroma-limited-edition,"
“CHROMA”-our most-loved design just got better! This nail set highlights intricate 3D chrome elements on a captivating oyster pink base topped with a velvety matte finish.Shape: Square Length: LongFit: Curve FitIncludes: 22 nails, cuticle stick, nail file and buffer, nail glue, nail tabs (sticky tabs), and alcohol prep pads (2).Reusable | Gel Press-On NailsHand-Painted in Canada.
This item is handmade and certain sizes are made-to-order, expect additional processing time.Color: Silver, pearlMaterial: soft-gel, salon-quality gel products
How to Apply our Nails:1.) Cleanse nails with a prep pad and gently file the surface of your natural nails to create a rough texture for the glue to adhere to. Trim nails if necessary!2.) Apply a drop of glue to the bottom of the CARAMELA nail and a drop of glue to your natural nail. 3.) Appropriately position the CARAMELA nail to your natural nail and apply at a downward 45° angle to avoid air bubbles. Press down firmly for at least 15 seconds then pinch the sides to make sure the glue is evenly cured. Our nails can be easily shortened with a nail file or nail clipper!
Dispatch Time:  3-4 days. 
Care Instructions: When not in use, keep nails on the nail card provided and store in a cool dry place. 
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @carameladotca

"
2220,2220,https://ap0cene.com/collections/caramela/products/allure,"
“Allure”- this nail set includes all sizes and features a semi-opaque metallic silver base topped with a lustrous green/gold glaze. An enchanting set that many will desire!Shape: Stiletto Length: MediumFit: NaturalIncludes: 20 nails, cuticle stick, nail file and buffer, nail glue, nail tabs (sticky tabs), and alcohol prep pads (2).Reusable | Gel Press-On NailsHand-Painted in Canada.
This item is handmade and certain sizes are made-to-order, expect additional processing time.Color: Silver, pearlMaterial: soft-gel, salon-quality gel products
How to Apply our Nails:1.) Cleanse nails with a prep pad and gently file the surface of your natural nails to create a rough texture for the glue to adhere to. Trim nails if necessary!2.) Apply a drop of glue to the bottom of the CARAMELA nail and a drop of glue to your natural nail. 3.) Appropriately position the CARAMELA nail to your natural nail and apply at a downward 45° angle to avoid air bubbles. Press down firmly for at least 15 seconds then pinch the sides to make sure the glue is evenly cured. Our nails can be easily shortened with a nail file or nail clipper!
Dispatch Time:  3-4 days. 
Care Instructions: When not in use, keep nails on the nail card provided and store in a cool dry place. 
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @carameladotca

"
2236,2236,https://ap0cene.com/collections/caramela/products/chrome-print,"
“CHROME PRINT”- This nail set showcases chrome pearls and intricate chrome line art on a glossy sheer base. Available in Black Smoke and Amber!Shape: Round/Oval Length: MediumFit: Natural FitIncludes: 20 nails, cuticle stick, nail file and buffer, nail glue, nail tabs (sticky tabs), and alcohol prep pads (2).Reusable | Gel Press-On NailsHand-Painted in Canada.
This item is handmade and certain sizes are made-to-order, expect additional processing time.Color: Black Smoke, AmberMaterial: soft-gel, salon-quality gel products
How to Apply our Nails:1.) Cleanse nails with a prep pad and gently file the surface of your natural nails to create a rough texture for the glue to adhere to. Trim nails if necessary!2.) Apply a drop of glue to the bottom of the CARAMELA nail and a drop of glue to your natural nail. 3.) Appropriately position the CARAMELA nail to your natural nail and apply at a downward 45° angle to avoid air bubbles. Press down firmly for at least 15 seconds then pinch the sides to make sure the glue is evenly cured. Our nails can be easily shortened with a nail file or nail clipper!
Dispatch Time:  3-4 days. 
Size: Length is Long. Set includes wide range of nail sizes to fit everyone! 
Care Instructions: When not in use, keep nails on the nail card provided and store in a cool dry place. 
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @carameladotca

"
2240,2240,https://ap0cene.com/collections/caramela/products/chroma,"
“CHROMA”-our most-loved design just got better! This nail set highlights intricate 3D chrome elements on a captivating oyster silver base topped with a velvety matte finish.Shape: Stiletto Length: LongFit: Natural FitIncludes: 22 nails, cuticle stick, nail file and buffer, nail glue, nail tabs (sticky tabs), and alcohol prep pads (2).Reusable | Gel Press-On NailsHand-Painted in Canada.
This item is handmade and certain sizes are made-to-order, expect additional processing time.Color: Silver, pearlMaterial: soft-gel, salon-quality gel products
How to Apply our Nails:1.) Cleanse nails with a prep pad and gently file the surface of your natural nails to create a rough texture for the glue to adhere to. Trim nails if necessary!2.) Apply a drop of glue to the bottom of the CARAMELA nail and a drop of glue to your natural nail. 3.) Appropriately position the CARAMELA nail to your natural nail and apply at a downward 45° angle to avoid air bubbles. Press down firmly for at least 15 seconds then pinch the sides to make sure the glue is evenly cured. Our nails can be easily shortened with a nail file or nail clipper!
Dispatch Time:  3-4 days. 
Size: Length is Long. Set includes wide range of nail sizes to fit everyone! 
Care Instructions: When not in use, keep nails on the nail card provided and store in a cool dry place. 
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @carameladotca

"
2244,2244,https://ap0cene.com/collections/caramela/products/rckstr-bby,"
“Rckstr BBY”- Who said short nails have to be boring? This shortie set is sure to be a conversation starter with eye-catching elements like chrome liner art, gems and chrome charms! Shape: Round/Oval Length: ShortFit: Natural FitIncludes: 22 nails, cuticle stick, nail file and buffer, nail glue, nail tabs (sticky tabs), and alcohol prep pads (2).Reusable | Gel Press-On NailsHand-Painted in Canada.
This item is handmade and certain sizes are made-to-order, expect additional processing time.Color: PinkMaterial: soft-gel, salon-quality gel products
How to Apply our Nails:1.) Cleanse nails with a prep pad and gently file the surface of your natural nails to create a rough texture for the glue to adhere to. Trim nails if necessary!2.) Apply a drop of glue to the bottom of the CARAMELA nail and a drop of glue to your natural nail. 3.) Appropriately position the CARAMELA nail to your natural nail and apply at a downward 45° angle to avoid air bubbles. Press down firmly for at least 15 seconds then pinch the sides to make sure the glue is evenly cured. Our nails can be easily shortened with a nail file or nail clipper!
Dispatch Time:  3-4 days. 
Size: Length is Long. Set includes wide range of nail sizes to fit everyone! 
Care Instructions: When not in use, keep nails on the nail card provided and store in a cool dry place. 
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @carameladotca

"
2248,2248,https://ap0cene.com/collections/casper/products/copy-of-carabiner-with-key-chain,"

This necklace consists of two chains that are put on separately. The main chain is with carabiners and the additional chain features balls and spikes. The chains can be worn together or separately.
This item is made-to-order, expect additional processing time
Color: Silver.Material: The carabiners are steel and the spike design is made of tin. Chains made of chrome-plated steel.Dimensions: There are two sizes of necklace S and M.Size S: the length of the main chain is 43 cm, the length of the additional chain is 48 cm.Size M: the length of the main chain is 47 cm, the length of the additional chain is 53 cm. (the model in the picture wears M)
Dispatch Time: This item is made to order. Please allow 4-6 days for production time. In making a purchase, you directly support small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.@casper.diy
"
2284,2284,https://ap0cene.com/collections/casper/products/copy-of-carabiner-earrings,"
These Carabiner Earrings feature a cyber-spike design made of tin with a screw fastening made of silver. The price of one earring is $80 and the price of the set is $130.This item is made-to-order, expect additional processing time Color: Silver Material: steel 45%, tin 50%, silver 5% Details: Тhe earring is attached with a stud and has a reliable screw mount Dispatch Time: 4-6 days Care Instructions: Wipe with a damp cloth, you can clean with a sponge and soap. Dimension: Length 3.5 cm. width 1.5 cm. 
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @casper.diy

"
2300,2300,https://ap0cene.com/collections/casper/products/polymer-hair-pin,"
            Designed with polymer clay, hot glue and gel polish. The base of the clip is made of plastic. This item is handmade-to-order, expect additional processing time.Color: Green Material: polymer clay 10%, hot glue 20%, gel polish 5%, plastic 64, metal 1% Details: A fairly strong spring, holds a large volume of hair well. Dispatch Time: 4-6 days Care Instructions: It can be washed with a sponge and soap. Size:  Length: Length 10 cm. Width 4.5 cm.


View Size Chart
      In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @casper.diy
"
2325,2325,https://ap0cene.com/collections/casper/products/copy-of-hair-pin-with-spikes,"
Tin spike design. The hair pin is made of copper with a steel covering.
This item is handmade-to-order, expect additional processing time.Color: Silver Material: 50% copper, 50% tin Details: This product comes in branded packaging, a capsule made of recycled plastic. Dispatch Time: 4-6 days Care Instructions: Wipe with a damp cloth, you can clean with a sponge and soap. Size:  Length: Length 10 cm. Width 4.5 cm.      In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @casper.diy

"
2374,2374,https://ap0cene.com/collections/casper/products/steel-carabiner-with-spikes-made-of-tin-the-set-includes-a-0-6-meter-chain-made-of-chrome-plated-steel-lenght-6-cm-width-3-cm,"
Casper up-cycles common objects into science fiction, fantasy wearables, utilizing various materials such as silicone, polymer clay, and tin.
This item is handmade.
Color: Silver.Material: The carabiners are steel and the spike design is made of tin.Details: Complete with 0.6 meter chain made of chrome plated steel. This product comes in branded packaging, a capsule made of recycled plastic.
Dimensions: Pendant length: 6 cm. Width: 4 cm.
Dispatch Time: This item is made to order. Please allow 4-6 days for production time. In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.@casper.diy
"
2399,2399,https://ap0cene.com/collections/casper/products/carabiner-with-key-chain,"

Casper up-cycles everyday objects into science fiction and fantasy wearables, utilizing various materials such as silicon, polymer clay, and tin.
This item is handmade.
Color: Silver.Material: The carabiners are steel and the spike design is made of tin.Details: Complete with 0.3-meter chain made of chrome-plated steel. This product comes in branded packaging, a capsule made of recycled plastic.
Dimensions: Pendant length: 9 cm. Width: 6 cm.
Dispatch Time: This item is made to order. Please allow 4-6 days for production time. In making a purchase, you directly support small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.@casper.diy
"
2424,2424,https://ap0cene.com/collections/casper/products/artifact-pendant,"

Casper up-cycles everyday objects into science fiction, and fantasy wearables, utilizing various materials such as silicon, polymer clay, and tin.
This item is handmade-to-order, expect additional processing time. 
Color: Silver.Material: The carabiners are steel and the spike design is made of tin.Details: Complete with 0.5-meter chain made of chrome-plated steel. This product comes in branded packaging, a capsule made of recycled plastic.
Dimensions: Pendant length: 8 cm. Width: 4 cm.
Dispatch Time: 4-6 business daysIn making a purchase, you directly support small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.@casper.diy
"
2440,2440,https://ap0cene.com/collections/casper/products/dragon-spikes-carabiner-2,"
            Can be used as a keychain, fashion accessory or ear cuff. This item is handmadeThis item is made-to-order, expect additional processing time Color: Green, blackMaterial: The plastic carabiner with spikes made of fluorescent polymer clay coated with hot glue and gel nail polish. Details: Comes complete with a removable key ring. This product comes in branded packaging, a capsule made of recycled plastic and hot glue. Dispatch Time: 4-6 days Care Instructions: Wipe with a damp cloth, you can clean with a sponge and soap. Size:  length: 10 cm. Width: 8 cm.      In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @casper.diy

"
2465,2465,https://ap0cene.com/collections/casper/products/small-oval-carabiner-with-a-twist-coupling-pendant,"
Casper upcycles common objects into science fiction, fantasy wearables, utilizing various materials such as silicone, polymer clay, and tin.


This item is handmade.



Color: Silver



Material: This carabiner is made of steel, and the spike design is made of tin.



Details: Complete with 0.5 meter chain made of steel.



Dimensions: Pendant length is 4 cm and width is 2.5 cm.



Dispatch Time: This item is made to order. Please allow 4-6 days for production time.


In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.@casper.diy

"
2501,2501,https://ap0cene.com/collections/casper/products/steel-carabiner-with-spikes-made-of-tin-the-set-includes-a-0-6-meter-chain-made-of-steel-lenght-6-cm-width-3-cm,"
Casper up-cycles common objects into science fiction, fantasy wearables, utilizing various materials such as silicone, polymer clay, and tin.
This item is handmade-to-order, expect additional processing time.
Color: SilverMaterial: The carabiner is steel and the spike design is made of tin.Details: Complete with 0.6 meter chain made of chrome plated steel.
Dimensions: Pendant length is 6 cm and width is 3 cm.
Dispatch Time: 4-6 business days
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.@casper.diy
"
2537,2537,https://ap0cene.com/collections/casper/products/dragon-spikes-carabiner,"

Casper up-cycles everyday objects into science fiction and fantasy wearables, utilizing various materials such as silicon, polymer clay, and tin.
This item is handmade.
Color: Light Green & PurpleMaterial: The plastic carabiner with spikes made of fluorescent polymer clay coated with hot glue and gel nail polish. Details: Comes complete with a removable key ring. Can be used as a keychain, fashion accessory or ear cuff. This product comes in branded packaging, a capsule made of recycled plastic and hot glue.
Dimensions: Pendant length: 10 cm. Width: 8 cm.
Dispatch Time: This item is made to order. Please allow 4-6 days for production time. In making a purchase, you directly support small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.@casper.diy
"
2573,2573,https://ap0cene.com/collections/casper/products/shoe-suspension,"
This handmade shoe decoration fastens with a chain threaded through the shoelace holes and secures to the ankle with a lock. To attach this piece to your shoes, first remove the shoelaces from the shoes, then thread the chains into the shoelace holes, then return the shoelaces back. You can wear two different shoe pendants or two identical ones - choose the appropriate option. 
For more information about the product, see Small Carabiner Pendant 1 and Small Carabiner Pendant 2 in the Casper products section. 
This item is made-to-order, expect additional processing time Color: Silver Material: 50% steel, 50% tin Details: in the description section Dispatch Time: 4-6 days Care Instructions: Wipe with a damp cloth, you can wipe with a sponge with soap under warm water. Size: The chain has a length of 50 centimeters on each pendant - it is ideal for fastening on shoes with three pairs of holes. If this length is not enough to be fastened on your shoes there is an additional 20 centimeters of chain in the kit that can be attached to the main chain with pliers.
 In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @casper.diy
 

"
2609,2609,https://ap0cene.com/collections/chavarri/products/fuzzy-bunny-plushie,"
Part of ""Hold Me Tight"" Collection, Fuzzy Bunny Plushie is handmade in NYC from self-sourced repurposed fabrics and other materials.
Beaded eyes are made of all-natural freshwater pearls. The plushie is weighted for extra hug-ability and comfort. Each plushies fabric is individually custom hand-dyed. 
This item is handmade and made-to-order, expect additional processing time.
Color: Vintage Cream.Material: 90% Polyester 10% Cotton.
Dispatch Time: Allow 2-4 weeks of production before your order is shipped.Care Instructions: This is a delicate item so please handle with care. Hand/spot wash only.Dimensions:  18”L x 11”W. In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @chavarriii

"
2613,2613,https://ap0cene.com/collections/chavarri/products/stone-denim-bunny-keychain,"
Part of the ""Hold Me Tight"" Collection, Stone Denim Bunny Keychain is handmade in NYC from self-sourced repurposed fabrics and other materials.
Beaded eyes are made of all-natural freshwater pearls and glass. Embroidered blanket stitch hand-stitched all the way around. Hardware is made of high-quality stainless steel. Each keychain is individually made and will differ slightly from the photo. This item is handmade. Dispatch Time: Within 2-3 business days
Color:  Stone.Material: 100% Cotton.Care Instructions: This is a delicate item so please handle with care. Hand/spot wash only.Dimensions:  9”L x 5”W. In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @chavarriii

"
2617,2617,https://ap0cene.com/collections/chavarri/products/dingy-bunny-plushie,"
Part of ""Hold Me Tight"" Collection, Dingy Bunny Plushie is handmade in NYC from self-sourced repurposed fabrics and other materials.
The cotton vintage fabric is custom hand-dyed. Beaded eyes are made of all-natural freshwater pearls. The plushie is weighted for extra hug-ability and comfort. This item is handmade.Dispatch Time: ﻿Within 2-3 days.Color:  Dingy Antique Grey.Material: 100% Cotton.Care Instructions: This is a delicate item, please handle with care. Hand/spot wash only.Dimensions:  18”L x 11”W.

In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.

 
@chavarriii

"
2621,2621,https://ap0cene.com/collections/chavarri/products/antique-bunny-plushie,"
Part of the ""Hold Me Tight"" Collection, Antique Bunny Plushie is handmade in NYC from self-sourced repurposed fabrics and other materials.
Beaded eyes are made of all-natural freshwater pearls. The plushie is weighted for extra hug-ability and comfort. This item is handmade. Dispatch Time: ﻿Within 2-3 days.Color:  Antique White.Material: 100% Cotton.Care Instructions: This is a delicate item, please handle with care. Hand/spot wash only.Dimensions:  18”L x 11”W.
  In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@chavarriii

"
2625,2625,https://ap0cene.com/collections/chavarri/products/antique-bunny-keychain,"
Part of the ""Hold Me Tight"" Collection, Antique Bunny Keychain is handmade in NYC from self-sourced repurposed fabrics & materials.
Beaded eyes are made of all-natural freshwater pearls and glass beads. Hardware is made of high-quality stainless steel. Each keychain is individually made and will differ slightly from the photo. This item is handmade.Dispatch Time: Within 2-3 days.
Color:  Antique White.Material: 100% Cotton.Care Instructions: This is a delicate item, please handle with care. Hand/spot wash only.Dimensions:  8""L x 4""W. In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @chavarriii

"
2629,2629,https://ap0cene.com/collections/chavarri/products/dusty-blue-denim-bunny-keychain,"
Part of ""Hold Me Tight"" Collection, Dusty Blue Denim Bunny Keychain is handmade in NYC from self-sourced repurposed fabrics and other materials.
Beaded eyes are made of all-natural freshwater pearls and glass. Embroidered blanket stitch hand-stitched all the way around. Hardware is made of high-quality stainless steel. Each keychain is individually made and will differ slightly from the photo. 
This item is handmade.Dispatch Time: ﻿Within 2-3 business days.Color:  Dusty Blue.Material: 100% Cotton. Care Instructions: This is a delicate item, please handle with care. Hand/spot wash only.Dimensions:  9”L x 5”W. In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @chavarriii

"
2633,2633,https://ap0cene.com/collections/cherry-pit-witch/products/slash-leg-warmers-grey,"
            Flared leg warmers made from slashed and distressed grey denim with white lining. This piece is designed to sit just below the knee with two sets of ties to secure on the leg. This item is handmade-to-order, expect additional processing time.Color: Grey Material: 100% cotton. Details: No stretch in the fabric. Use ties to secure onto the leg. Dispatch Time: Up to 2 weeks.Care Instructions: Hand wash cold, lay flat to dry. Size: One size. Width: 15"" (calf circumference) Length: 17.5""

 In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @cherrypitwitch

"
2642,2642,https://ap0cene.com/collections/cherry-pit-witch/products/slash-leg-warmers-beige,"
Flared leg warmers made from slashed beige twill with white lining. This piece sits just below the knee and has two sets of ties to secure on the leg. This item is handmade-to-order, expect additional processing time.Color:  Beige Material: 50% cotton, 50% polyester. Details: No stretch in the fabric. Use ties to secure onto the leg. Dispatch Time: Up to 2 weeks. Care Instructions: Hand wash cold, lay flat to dry
Size: One size. Width: 15"" (calf circumference) Length: 17.5""
 In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @cherrypitwitch

"
2658,2658,https://ap0cene.com/collections/cherry-pit-witch/products/slash-leg-warmers-blue,"
Flared leg warmers made from slashed and distressed dark blue/coral denim with white lining. This piece is designed to sit just below the knee with two sets of ties to secure on the leg.
This item is handmade.Color: Blue Material: 100% cotton. Details: No stretch in the fabric. Use ties to secure onto the leg. Dispatch Time: 3-7 business days.Care Instructions: Hand wash cold, lay flat to dry. Size: One size. Width: 15""(calf circumference) Length: 17.5"" In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @cherrypitwitch

"
2674,2674,https://ap0cene.com/collections/cherry-pit-witch/products/tulip-top-grey-navy,"
Cropped shrug top. Features cap sleeves and 2 front hook closures. Can be worn in three different ways: as a crop top, and as a shrug in 2 different ways (see flat lay images for how to wear the piece). Handmade in Toronto by CPW designer Alexandria Ferdinand.This item is handmade.
Color: Light Grey, Navy Contrast.
Material: 95% cotton, 5% spandex.
Size: XS/S
Dimensions: Model is a size S. Bust: 32"", Waist: 25"", Hips: 35"".
Dispatch Time: Within 3-4 days of order placement.
 Care Instructions: Hand-wash with cold water. Air dry flat.


In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @cherrypitwitch
"
2710,2710,https://ap0cene.com/collections/cherry-pit-witch/products/ribbed-tunic-tank,"
Ribbed texture, tunic length tank. It falls at hip length, has a slight stretch, and is semi-sheer. Handmade in Toronto by CPW designer Alexandria Ferdinand.
Color: BlueMaterial: 98% polyester, 2% spandexSize: XS. Will fit sizes 0-2.
Dimensions: Model is a size S. Bust: 32"", Waist: 25"", Hips: 35"".
Dispatch Time: Within 3-4 days of order placement.
 Care Instructions: Hand-wash with cold water. Air dry.
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.@cherrypitwitch
 
"
2719,2719,https://ap0cene.com/collections/cherry-pit-witch/products/slash-skirt-navy-coral,"
Contrast slash denim mini skirt. Fully lined, and has a side belt closure.Handmade in Toronto by CPW designer Alexandria Ferdinand.
Color: ﻿Navy & Coral.Material: 100% cotton.Size: S
Dimensions: Model is a size S. Bust: 32"", Waist: 25"", Hips: 35"".
Dispatch Time: Within 3-4 days of order placement.
 Care Instructions: Hand-wash with cold water. Air dry.


In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @cherrypitwitch
 
"
2735,2735,https://ap0cene.com/collections/cherry-pit-witch/products/slash-skirt-white,"
Slash denim mini skirt. Fully lined, has a side belt closure, and features black contrast stitching. Handmade in Toronto by CPW designer Alexandria Ferdinand.
Color: White.Material: 100% cotton.Size: ﻿S.
Dimensions: Model is a size S. Bust: 32"", Waist: 25"", Hips: 35"".
Dispatch Time: Within 3-4 days of order placement.
 Care Instructions: Hand-wash with cold water. Air dry.


In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @cherrypitwitch
 
"
2751,2751,https://ap0cene.com/collections/cherry-pit-witch/products/slash-skirt-grey-white,"

Contrast slash denim mini skirt. Fully lined and has a side belt closure. Handmade in Toronto by CPW designer Alexandria Ferdinand.
Material: 100% cotton.
Size: XS/S
Dimensions: Model is a size S. Waist: 25"", Hips: 35""
Dispatch Time: Within 3-4 days of order placement.
Care Instructions: Hand-wash with cold water. Air dry flat.
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@cherrypitwitch
"
2767,2767,https://ap0cene.com/collections/cherry-pit-witch/products/slash-leg-warmers-navy-grey,"

Navy/grey contrast slash leg warmers. 2 sets of ties to secure on the leg. Handmade in Toronto by CPW designer Alexandria Ferdinand.
Color: Navy/grey.Material: 100% cotton.Size: One size.
Dimensions: ﻿Width (calf circumference): 14.5"", length: 17.5"".
Dispatch Time: Within 3-4 days of order placement.
Care Instructions: Machine wash cold. Tumble dry on low heat.
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.@cherrypitwitch
"
2783,2783,https://ap0cene.com/collections/cherry-pit-witch/products/tulip-top-navy,"

Stretch jersey crop shrug top. Has cap sleeves, a high-low hem, and a single hook closure under the bust. Handmade in Toronto by CPW designer Alexandria Ferdinand.
Color: ﻿Navy.
Material: 70% bamboo viscose, 26% cotton, 4% spandex.
Size: XS/S
Dimensions: Model is a size S. Bust: 32"", Waist: 25"", Hips: 35"".
Dispatch Time: Within 3-4 days of order placement.
 Care Instructions: Hand-wash with cold water. Air dry flat.
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@cherrypitwitch
 
"
2799,2799,https://ap0cene.com/collections/cherry-pit-witch/products/tulip-top-white-grey,"

White/grey contrast slash knit shrug top. Has cap sleeves, a high-low hem, and a single hook closure under the bust. Handmade in Toronto by CPW designer Alexandria Ferdinand.
Color: ﻿White & grey.
Material: 98% cotton, 2% spandex.
Size: XS/S.
Dimensions: Model is a size S. Bust: 32"", Waist: 25"", Hips: 35"".
Dispatch Time: Within 3-4 days of order placement.
 Care Instructions: Hand-wash with cold water. Air dry flat.
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@cherrypitwitch
"
2815,2815,https://ap0cene.com/collections/cherry-pit-witch/products/lacey-skirt,"

Flouncy gathered lace mini skirt. Low waisted, fully lined and has three side tie closures. Handmade in Toronto by CPW designer Alexandria Ferdinand.
Color: White.
Material: Body (yoke): 100% cotton, Lace: 50% cotton & 50% polyester, Lining: 100% polyester.Size: S.
Dimensions: Model is a size S. Waist: 25"", Hips: 35"".
Dispatch Time: Within 3-4 days of order placement.
Care Instructions: Hand-wash with cold water. Air dry. 
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.@cherrypitwitch
"
2831,2831,https://ap0cene.com/collections/cherry-pit-witch/products/striped-bow-blouse,"

Green/ Black striped chiffon blouse. Has full-length sleeves, and a low v-neck with a single hook closure under the bust. Has a tied bow on the back. Handmade in Toronto by CPW designer Alexandria Ferdinand.
Color: ﻿Green & black.Material: 100% polyester chiffon.
Size: S
Dimensions: Model is a size S. Bust: 32"", Waist: 25"", Hips: 35"", Height: 5' 10"". Sleeve length (shoulder to hem): 23"".
Dispatch Time: Within 3-4 days of order placement.
Care Instructions: Hand-wash with cold water. Air dry flat.
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@cherrypitwitch
"
2847,2847,https://ap0cene.com/collections/cherry-pit-witch/products/fuzz-tank,"
Colorful fuzzy sleeveless knit tank. Handmade in Toronto by CPW designer Alexandria Ferdinand.
Color: Multicolor.Material: 100% polyester.Size: XS/S
Dimensions: Model is a size S. Bust: 32"", Waist: 25"", Hips: 35"".
Dispatch Time: Within 3-4 days of order placement.
 Care Instructions: Hand-wash with cold water. Air dry.


In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @cherrypitwitch
 
"
2863,2863,https://ap0cene.com/collections/cherry-pit-witch/products/starla-pullover,"

Loose fit, sleeveless, hand-knit pullover. Crocheted stars on front and back. Color: Grey, black, and white.Measurements: Fits size S-L. Garment measurements (laid flat): Bust: 50” Waist: 50” Arm hole: 18” Length (shoulder to hem): 16”.
Material: Body- Cotton polyester blend. Trim- 100% cotton.
Care Instructions: Hand wash with cold water and lay flat to dry.
Dispatch Time: Within 2-3 days of order placement.
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.
@cherrypitwitch
"
